cell_id,model_key,model_id,task_id,modality,language,structure_complexity,volume,context_tier,schema_variant,retry_policy,cache_mode,cache_group_id,warmup_request_index,is_warmup_request,stable_prefix_hash,schema_hash,prompt_template_hash,dynamic_input_hash,repeat_group_id,same_input_hash,cache_hit_inferred,cache_hit_reported,kv_reuse_proven,session_id,session_request_index,session_request_count,load_scope,cleanup_scope,loaded_before_session,loaded_after_session_load,final_loaded_instances,session_cleanup_verified,execution_target,resource_telemetry_mode,resource_telemetry_status,resource_ram_required,resource_vram_required,repeat_index,status,hard_fail,warning_count,warning_category,json_parse_status,json_schema_status,business_status,id_exact_status,language_status,image_ground_truth_status,finish_reason_length_status,missing_id_count,unexpected_id_count,duplicate_id_count,order_mismatch,first_mismatch_index,placeholder_hit_count,cleanup_noop_status,cleanup_noop_detected,source_noise_present,cleanup_noop_similarity,identity_similarity,changed_char_ratio,punctuation_delta,capitalization_delta,whitespace_normalization_delta,asr_noise_reduction_delta,near_identity_warning,term_language_drift_status,term_language_drift_detected,term_language_cyrillic_delta,markdown_fence_count,finish_reason,retry_count,retry_recovered,error_category,length_ratio_status,length_ratio_category,length_ratio_actual,length_ratio_policy,length_ratio_policy_min,length_ratio_policy_max,input_char_count,latency_ms,ttft_ms,prompt_processing_ms,total_latency_ms,tokens_per_sec,prompt_tokens,completion_tokens,response_char_count,ram_before_mb,ram_peak_mb,ram_after_mb,vram_before_mb,vram_peak_mb,vram_after_mb
cell_be2d9bef93f2,gemma4_e2b,google/gemma-4-e2b,l326_transcript_cleanup_simple_08_long_sentence,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_958d9f3e4a54ad97,,False,0667976ce0fd6b3e0d48d0ae4773b20b3888b6cb43eb42e6d0103f3da81bb8e7,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,9e28dcfba3e56fa771c6224e45f4748c549bbb4b9ad9099065dee97c56570038,9d9184d1ee50717952faebc5c6fcb0867875d8809e8225c1dcdd935e4d6c88af,repeat_b2e68cb705cbc1b6,d4bea95cd0e1303de4f9e8a5d2cbae551409207d5fb7d33f96c4749fbb3b0c52,unknown,unknown,False,session_7efa91164ec31404,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,2,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.9902,0.9902,0.0098,3,1,0,3,False,skip,,,0,stop,0,False,,skip,,,,,,1547,3133.735,,,3133.735,16.5936,367,52,209,,,,,,
cell_fcb3dcae206e,gemma4_e2b,google/gemma-4-e2b,l326_transcript_cleanup_simple_09_product_model_names,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_ea09ebcf0cc973c0,,False,5070bd6878322d18ca64389675aec0c88220c0e82e0ede436a05da763c87ac28,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,d0c2894dbdfb3beba80469882bf08751c46d632aa3b2b55068423e2f3c1c20cd,f7cb8736c675565c70f84c70bdc32030491bb7e81e2a9b54e5fb6f0c3990d008,repeat_29603ca5e76c9c64,d4b9c0a5e335291e0532d4846a72c300210db623b0111354de3a04f385b760ce,unknown,unknown,False,session_d87e2f7d30568a83,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,0,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.8495,0.8495,0.1505,2,3,0,2,False,skip,,,0,stop,0,False,,skip,,,,,,1498,2989.435,,,2989.435,15.722,364,47,140,,,,,,
cell_e7a68e88862d,gemma4_e2b,google/gemma-4-e2b,l326_transcript_cleanup_simple_09_product_model_names,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_ea09ebcf0cc973c0,,False,5070bd6878322d18ca64389675aec0c88220c0e82e0ede436a05da763c87ac28,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,d0c2894dbdfb3beba80469882bf08751c46d632aa3b2b55068423e2f3c1c20cd,f7cb8736c675565c70f84c70bdc32030491bb7e81e2a9b54e5fb6f0c3990d008,repeat_29603ca5e76c9c64,d4b9c0a5e335291e0532d4846a72c300210db623b0111354de3a04f385b760ce,unknown,unknown,False,session_565ccb419a183c28,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,1,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.8495,0.8495,0.1505,2,3,0,2,False,skip,,,0,stop,0,False,,skip,,,,,,1498,2897.369,,,2897.369,16.2216,364,47,140,,,,,,
cell_0e6b308e92f0,gemma4_e2b,google/gemma-4-e2b,l326_transcript_cleanup_simple_09_product_model_names,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_ea09ebcf0cc973c0,,False,5070bd6878322d18ca64389675aec0c88220c0e82e0ede436a05da763c87ac28,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,d0c2894dbdfb3beba80469882bf08751c46d632aa3b2b55068423e2f3c1c20cd,f7cb8736c675565c70f84c70bdc32030491bb7e81e2a9b54e5fb6f0c3990d008,repeat_29603ca5e76c9c64,d4b9c0a5e335291e0532d4846a72c300210db623b0111354de3a04f385b760ce,unknown,unknown,False,session_3a85c627391d2b40,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,2,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.8495,0.8495,0.1505,2,3,0,2,False,skip,,,0,stop,0,False,,skip,,,,,,1498,1247.436,,,1247.436,37.6773,364,47,140,,,,,,
cell_e30aea2c7785,gemma4_e2b,google/gemma-4-e2b,l326_transcript_cleanup_simple_10_conversational_style,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_c2cdb1e674419a8b,,False,0f9f746258247eb68fb727f9d07c97926803ce6b2e1c08494a22ef29c8a3143a,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,0d332e8d7c93e1fe859daa0fa0c2d71d0fcf43fc7337f5d2fff9ff3a048461d9,664119de6407a7653dacb63b1cc984e379ae59dd7489ec3d6bdc44cfcc0d3477,repeat_5659490020c3c9c9,69a0d8fe071cdd6406efa0d172a50b37b5850d0ec94e25c7a6dbed49d669588c,unknown,unknown,False,session_8609fb70c32913e2,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,0,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.9859,0.9859,0.0141,3,0,0,3,False,skip,,,0,stop,0,False,,skip,,,,,,1501,2854.485,,,2854.485,16.115,360,46,164,,,,,,
cell_650dc1ffe555,gemma4_e2b,google/gemma-4-e2b,l326_transcript_cleanup_simple_10_conversational_style,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_c2cdb1e674419a8b,,False,0f9f746258247eb68fb727f9d07c97926803ce6b2e1c08494a22ef29c8a3143a,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,0d332e8d7c93e1fe859daa0fa0c2d71d0fcf43fc7337f5d2fff9ff3a048461d9,664119de6407a7653dacb63b1cc984e379ae59dd7489ec3d6bdc44cfcc0d3477,repeat_5659490020c3c9c9,69a0d8fe071cdd6406efa0d172a50b37b5850d0ec94e25c7a6dbed49d669588c,unknown,unknown,False,session_c2ae1e037fe62d7c,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,1,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.9859,0.9859,0.0141,3,0,0,3,False,skip,,,0,stop,0,False,,skip,,,,,,1501,2888.77,,,2888.77,15.9237,360,46,164,,,,,,
cell_0b113546265e,gemma4_e2b,google/gemma-4-e2b,l326_transcript_cleanup_simple_10_conversational_style,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_c2cdb1e674419a8b,,False,0f9f746258247eb68fb727f9d07c97926803ce6b2e1c08494a22ef29c8a3143a,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,0d332e8d7c93e1fe859daa0fa0c2d71d0fcf43fc7337f5d2fff9ff3a048461d9,664119de6407a7653dacb63b1cc984e379ae59dd7489ec3d6bdc44cfcc0d3477,repeat_5659490020c3c9c9,69a0d8fe071cdd6406efa0d172a50b37b5850d0ec94e25c7a6dbed49d669588c,unknown,unknown,False,session_cb00cd9ccbf34a15,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,2,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.9859,0.9859,0.0141,3,0,0,3,False,skip,,,0,stop,0,False,,skip,,,,,,1501,2872.857,,,2872.857,16.0119,360,46,164,,,,,,
cell_b3a1934e7909,gemma4_e4b,google/gemma-4-e4b,l326_transcript_cleanup_simple_01_short_noisy_dictation,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_f327a9ffb053beb9,,False,b2cca2a610b496a99822a945384f83c57155f1d3b57a1217cf7915779e62f1ff,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,8f0417a1b59e35d0c45e5d747448ae096f1f492b4de2a439ddf8c93148812923,9ef4d90b8d49b5f70740898c34af2a631e3e590cc255909fd5341753f71478ec,repeat_ef7b47dfe9d18756,7eb0a7cf451b738099cc44a17f782d69c4ca602f6af0ff0bd05d8b8babce17bc,unknown,unknown,False,session_19789daeffdbcdd1,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,0,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.984,0.984,0.016,3,1,0,3,False,skip,,,0,stop,0,False,,skip,,,,,,1488,1884.193,,,1884.193,24.4136,363,46,153,,,,,,
cell_f9892d879caf,gemma4_e4b,google/gemma-4-e4b,l326_transcript_cleanup_simple_01_short_noisy_dictation,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_f327a9ffb053beb9,,False,b2cca2a610b496a99822a945384f83c57155f1d3b57a1217cf7915779e62f1ff,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,8f0417a1b59e35d0c45e5d747448ae096f1f492b4de2a439ddf8c93148812923,9ef4d90b8d49b5f70740898c34af2a631e3e590cc255909fd5341753f71478ec,repeat_ef7b47dfe9d18756,7eb0a7cf451b738099cc44a17f782d69c4ca602f6af0ff0bd05d8b8babce17bc,unknown,unknown,False,session_c476a7b082abad10,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,1,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.984,0.984,0.016,3,1,0,3,False,skip,,,0,stop,0,False,,skip,,,,,,1488,3789.431,,,3789.431,12.139,363,46,153,,,,,,
cell_761a46ad15e4,gemma4_e4b,google/gemma-4-e4b,l326_transcript_cleanup_simple_01_short_noisy_dictation,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_f327a9ffb053beb9,,False,b2cca2a610b496a99822a945384f83c57155f1d3b57a1217cf7915779e62f1ff,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,8f0417a1b59e35d0c45e5d747448ae096f1f492b4de2a439ddf8c93148812923,9ef4d90b8d49b5f70740898c34af2a631e3e590cc255909fd5341753f71478ec,repeat_ef7b47dfe9d18756,7eb0a7cf451b738099cc44a17f782d69c4ca602f6af0ff0bd05d8b8babce17bc,unknown,unknown,False,session_1c9f65139e7a9437,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,2,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.984,0.984,0.016,3,1,0,3,False,skip,,,0,stop,0,False,,skip,,,,,,1488,4014.968,,,4014.968,11.4571,363,46,153,,,,,,
cell_abf1ba23419d,gemma4_e4b,google/gemma-4-e4b,l326_transcript_cleanup_simple_02_technical_django_qwen_embedding,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_ad5c773279272f5f,,False,06d290d2ea2745f4019532349234fa407cfb020e19380dd784ca88a99902f8e2,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,570ad1460b38b9dd4763340b03eb70d03fcf39fbb49611140031a71a16c111ff,69dc23393199f1a91aff27ab1cc9e66fc179c499e40e342c199910f18e4f2b1b,repeat_94a557117838394a,b483e1978e5ebf883408a3c2a76c00dbe2225509d3497873f98ebf1c9d6ebc6f,unknown,unknown,False,session_ff46e9f9d9142b8b,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,0,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.7135,0.7135,0.2865,2,5,0,2,False,skip,,,0,stop,0,False,,skip,,,,,,1489,3643.107,,,3643.107,10.4307,362,38,145,,,,,,
cell_6de78af05daa,gemma4_e4b,google/gemma-4-e4b,l326_transcript_cleanup_simple_02_technical_django_qwen_embedding,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_ad5c773279272f5f,,False,06d290d2ea2745f4019532349234fa407cfb020e19380dd784ca88a99902f8e2,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,570ad1460b38b9dd4763340b03eb70d03fcf39fbb49611140031a71a16c111ff,69dc23393199f1a91aff27ab1cc9e66fc179c499e40e342c199910f18e4f2b1b,repeat_94a557117838394a,b483e1978e5ebf883408a3c2a76c00dbe2225509d3497873f98ebf1c9d6ebc6f,unknown,unknown,False,session_c2084bec7fab69f9,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,1,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.7135,0.7135,0.2865,2,5,0,2,False,skip,,,0,stop,0,False,,skip,,,,,,1489,3603.875,,,3603.875,10.5442,362,38,145,,,,,,
cell_f48f0e0e2f32,gemma4_e4b,google/gemma-4-e4b,l326_transcript_cleanup_simple_02_technical_django_qwen_embedding,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_ad5c773279272f5f,,False,06d290d2ea2745f4019532349234fa407cfb020e19380dd784ca88a99902f8e2,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,570ad1460b38b9dd4763340b03eb70d03fcf39fbb49611140031a71a16c111ff,69dc23393199f1a91aff27ab1cc9e66fc179c499e40e342c199910f18e4f2b1b,repeat_94a557117838394a,b483e1978e5ebf883408a3c2a76c00dbe2225509d3497873f98ebf1c9d6ebc6f,unknown,unknown,False,session_ae5507b580a5fa52,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,2,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.7135,0.7135,0.2865,2,5,0,2,False,skip,,,0,stop,0,False,,skip,,,,,,1489,3641.352,,,3641.352,10.4357,362,38,145,,,,,,
cell_623d757a44fd,gemma4_e4b,google/gemma-4-e4b,l326_transcript_cleanup_simple_03_python_lesson_fragment,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_6d26204ac537069b,,False,6a1b45b24d44850f30a47cb4c927789fecfb8620cf7e6103ba76e4ecec491283,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,f44afbbfc1b6a691ea71b41440c5de8a6fc2e3ee8eeb19519ced91e03cac90d2,506b163e3e2e017eb80db3b7c872221028bf406034ea7a6853d58d597b5cdaef,repeat_1af10c304e12a9fa,74d34c3ee9d1630f0030659ff02ccd98cbad7309603069a9b4fc958a84c090cd,unknown,unknown,False,session_aaab422a3a50fa45,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,0,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.9792,0.9792,0.0208,2,1,0,2,False,skip,,,0,stop,0,False,,skip,,,,,,1491,3551.843,,,3551.843,11.8248,360,42,155,,,,,,
cell_ac2a9c90329f,gemma4_e4b,google/gemma-4-e4b,l326_transcript_cleanup_simple_03_python_lesson_fragment,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_6d26204ac537069b,,False,6a1b45b24d44850f30a47cb4c927789fecfb8620cf7e6103ba76e4ecec491283,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,f44afbbfc1b6a691ea71b41440c5de8a6fc2e3ee8eeb19519ced91e03cac90d2,506b163e3e2e017eb80db3b7c872221028bf406034ea7a6853d58d597b5cdaef,repeat_1af10c304e12a9fa,74d34c3ee9d1630f0030659ff02ccd98cbad7309603069a9b4fc958a84c090cd,unknown,unknown,False,session_01e29e1a847a4dab,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,1,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.9792,0.9792,0.0208,2,1,0,2,False,skip,,,0,stop,0,False,,skip,,,,,,1491,3687.341,,,3687.341,11.3903,360,42,155,,,,,,
cell_f76eff89cada,gemma4_e4b,google/gemma-4-e4b,l326_transcript_cleanup_simple_03_python_lesson_fragment,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_6d26204ac537069b,,False,6a1b45b24d44850f30a47cb4c927789fecfb8620cf7e6103ba76e4ecec491283,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,f44afbbfc1b6a691ea71b41440c5de8a6fc2e3ee8eeb19519ced91e03cac90d2,506b163e3e2e017eb80db3b7c872221028bf406034ea7a6853d58d597b5cdaef,repeat_1af10c304e12a9fa,74d34c3ee9d1630f0030659ff02ccd98cbad7309603069a9b4fc958a84c090cd,unknown,unknown,False,session_de812c36eb4e50fa,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,2,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.9792,0.9792,0.0208,2,1,0,2,False,skip,,,0,stop,0,False,,skip,,,,,,1491,3869.817,,,3869.817,10.8532,360,42,155,,,,,,
cell_b9a209725555,gemma4_e4b,google/gemma-4-e4b,l326_transcript_cleanup_simple_04_bug_explanation,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_cc22be8088510c7e,,False,969718dbebdd6ac419c28fd3d65a62fa557a42bbcc0bf1c4892728dcace10e90,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,6224defb003805627f80fa578a3a3f6b2634628d0b6d5e1b84362abec10d592b,ca9e1916f431e1c847be79f58127c284dda01ba162075b8b34f3bc821ceb8704,repeat_fb76559299f5ea78,3ab7c60c39affff691e13fae1f512417f279524596b3918a0a853a09a64a7253,unknown,unknown,False,session_0e9d08b97ef7b5b2,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,0,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.9479,0.9479,0.0521,3,1,0,3,False,skip,,,0,stop,0,False,,skip,,,,,,1489,3639.638,,,3639.638,11.5396,361,42,152,,,,,,
cell_99d64256bf26,gemma4_e4b,google/gemma-4-e4b,l326_transcript_cleanup_simple_04_bug_explanation,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_cc22be8088510c7e,,False,969718dbebdd6ac419c28fd3d65a62fa557a42bbcc0bf1c4892728dcace10e90,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,6224defb003805627f80fa578a3a3f6b2634628d0b6d5e1b84362abec10d592b,ca9e1916f431e1c847be79f58127c284dda01ba162075b8b34f3bc821ceb8704,repeat_fb76559299f5ea78,3ab7c60c39affff691e13fae1f512417f279524596b3918a0a853a09a64a7253,unknown,unknown,False,session_8a5544b9938d8992,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,1,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.9479,0.9479,0.0521,3,1,0,3,False,skip,,,0,stop,0,False,,skip,,,,,,1489,3894.985,,,3894.985,10.7831,361,42,152,,,,,,
cell_5558c17506eb,gemma4_e4b,google/gemma-4-e4b,l326_transcript_cleanup_simple_04_bug_explanation,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_cc22be8088510c7e,,False,969718dbebdd6ac419c28fd3d65a62fa557a42bbcc0bf1c4892728dcace10e90,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,6224defb003805627f80fa578a3a3f6b2634628d0b6d5e1b84362abec10d592b,ca9e1916f431e1c847be79f58127c284dda01ba162075b8b34f3bc821ceb8704,repeat_fb76559299f5ea78,3ab7c60c39affff691e13fae1f512417f279524596b3918a0a853a09a64a7253,unknown,unknown,False,session_e0a7a5a25754d2b5,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,2,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.9479,0.9479,0.0521,3,1,0,3,False,skip,,,0,stop,0,False,,skip,,,,,,1489,3880.035,,,3880.035,10.8246,361,42,152,,,,,,
cell_e7c3dbe089dd,gemma4_e4b,google/gemma-4-e4b,l326_transcript_cleanup_simple_05_mixed_ru_en_technical_terms,text,ru_en_mixed,simple,single,8192,hardened_const,off,none,cache_fd89f9186e90aedc,,False,8e6fd54c9cefdcd9df5e18eb1a789ca96b08960b8b53a84852ed043bab5b62fa,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,93046ddad0abac250837388313d5937df3fed56ab0675bbec82777ece9c91a25,6095713b84ec51ac63aeef373dea9e1c4a3d223809188b145eb54b0f98470b41,repeat_0d5ecbeb21d241bd,42c7abc4574c686c1e7c3007a47e56fbd1d2ce5c242bfee265f7043596f35b64,unknown,unknown,False,session_396d1f3591066ac2,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,0,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.9643,0.9643,0.0357,2,6,0,2,False,skip,,,0,stop,0,False,,skip,,,,,,1507,3798.967,,,3798.967,11.3189,361,43,166,,,,,,
cell_e0c6d3e610a4,gemma4_e4b,google/gemma-4-e4b,l326_transcript_cleanup_simple_05_mixed_ru_en_technical_terms,text,ru_en_mixed,simple,single,8192,hardened_const,off,none,cache_fd89f9186e90aedc,,False,8e6fd54c9cefdcd9df5e18eb1a789ca96b08960b8b53a84852ed043bab5b62fa,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,93046ddad0abac250837388313d5937df3fed56ab0675bbec82777ece9c91a25,6095713b84ec51ac63aeef373dea9e1c4a3d223809188b145eb54b0f98470b41,repeat_0d5ecbeb21d241bd,42c7abc4574c686c1e7c3007a47e56fbd1d2ce5c242bfee265f7043596f35b64,unknown,unknown,False,session_94af01a3f43cc3cd,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,1,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.9643,0.9643,0.0357,2,6,0,2,False,skip,,,0,stop,0,False,,skip,,,,,,1507,3801.07,,,3801.07,11.3126,361,43,166,,,,,,
cell_3f65297a2647,gemma4_e4b,google/gemma-4-e4b,l326_transcript_cleanup_simple_05_mixed_ru_en_technical_terms,text,ru_en_mixed,simple,single,8192,hardened_const,off,none,cache_fd89f9186e90aedc,,False,8e6fd54c9cefdcd9df5e18eb1a789ca96b08960b8b53a84852ed043bab5b62fa,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,93046ddad0abac250837388313d5937df3fed56ab0675bbec82777ece9c91a25,6095713b84ec51ac63aeef373dea9e1c4a3d223809188b145eb54b0f98470b41,repeat_0d5ecbeb21d241bd,42c7abc4574c686c1e7c3007a47e56fbd1d2ce5c242bfee265f7043596f35b64,unknown,unknown,False,session_ad84aa203e0dc969,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,2,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.9643,0.9643,0.0357,2,6,0,2,False,skip,,,0,stop,0,False,,skip,,,,,,1507,2913.779,,,2913.779,14.7575,361,43,166,,,,,,
cell_be07565ed3ad,gemma4_e4b,google/gemma-4-e4b,l326_transcript_cleanup_simple_06_repeats_self_corrections,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_c2a8469154fcb782,,False,37ae905167636dd35d88dd373a469006d15c8e4c652c4cbfce4a1b1844f659ef,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,8125fccff83aeaea5b6c6d162b95867d40e2f314a21c088a9120d48a116b8da7,b15f271087c2cd4ad5a5451a45075ec97e3d38d018f78e7ba7dd6317ee78747c,repeat_5feac36cbc374312,5719c71e55bc3089300856a62219fe82e26f728a50544017f7420ae6c8d89f29,unknown,unknown,False,session_7a3b89060983d319,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,0,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.9708,0.9708,0.0292,5,2,0,5,False,skip,,,0,stop,0,False,,skip,,,,,,1479,3256.236,,,3256.236,12.8983,357,42,146,,,,,,
cell_7a3ebcf09d12,gemma4_e4b,google/gemma-4-e4b,l326_transcript_cleanup_simple_06_repeats_self_corrections,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_c2a8469154fcb782,,False,37ae905167636dd35d88dd373a469006d15c8e4c652c4cbfce4a1b1844f659ef,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,8125fccff83aeaea5b6c6d162b95867d40e2f314a21c088a9120d48a116b8da7,b15f271087c2cd4ad5a5451a45075ec97e3d38d018f78e7ba7dd6317ee78747c,repeat_5feac36cbc374312,5719c71e55bc3089300856a62219fe82e26f728a50544017f7420ae6c8d89f29,unknown,unknown,False,session_93a8309cc3aef6a4,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,1,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.9708,0.9708,0.0292,5,2,0,5,False,skip,,,0,stop,0,False,,skip,,,,,,1479,3540.055,,,3540.055,11.8642,357,42,146,,,,,,
cell_5258f7d44a63,gemma4_e4b,google/gemma-4-e4b,l326_transcript_cleanup_simple_06_repeats_self_corrections,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_c2a8469154fcb782,,False,37ae905167636dd35d88dd373a469006d15c8e4c652c4cbfce4a1b1844f659ef,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,8125fccff83aeaea5b6c6d162b95867d40e2f314a21c088a9120d48a116b8da7,b15f271087c2cd4ad5a5451a45075ec97e3d38d018f78e7ba7dd6317ee78747c,repeat_5feac36cbc374312,5719c71e55bc3089300856a62219fe82e26f728a50544017f7420ae6c8d89f29,unknown,unknown,False,session_9bfb49d88406bac3,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,2,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.9708,0.9708,0.0292,5,2,0,5,False,skip,,,0,stop,0,False,,skip,,,,,,1479,3618.438,,,3618.438,11.6072,357,42,146,,,,,,
